GPGGA Base Position,,,,,,,,,,,,,,,GPGGA End Position,,,,,,,,,,,,,,,Base Latitude,Base Longitude,End Latitude,End Longitude,Node Count, Extra Tether Length,Node Address,X,Y,Z,Unscaled Pressure,Depth,Node Address,X,Y,Z,Unscaled Pressure,Depth,,Time
$GPGGA,152820.385,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*75,$GPGGA,152820.389,3554.7404,N,01430.4232,E,1,5,1,1.682496, M,0, M,0,*51,35.9123398825398,14.5070534969357,35.9123398825,14.5070534969,1,0.00,,3/28/2013 4:28:20 PM
$GPGGA,152821.399,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*79,$GPGGA,152821.399,3554.7404,N,01430.4232,E,1,5,1,1.682496, M,0, M,0,*51,35.9123398825398,14.5070534969357,35.9123398825,14.5070534969,1,0.00,,3/28/2013 4:28:21 PM
$GPGGA,152822.413,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*7F,$GPGGA,152822.413,3554.7404,N,01430.4232,E,1,5,1,1.68583428571428, M,0, M,0,*53,35.9123398825398,14.5070534969357,35.9123398825,14.5070534969,1,0.00,,3/28/2013 4:28:22 PM
$GPGGA,152823.427,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*79,$GPGGA,152823.427,3554.7404,N,01430.4232,E,1,5,1,1.682496, M,0, M,0,*51,35.9123398825398,14.5070534969357,35.9123398825,14.5070534969,1,0.00,,3/28/2013 4:28:23 PM
$GPGGA,152824.441,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*7E,$GPGGA,152824.441,3554.7404,N,01430.4232,E,1,5,1,1.682496, M,0, M,0,*56,35.9123398825398,14.5070534969357,35.9123398825,14.5070534969,1,0.00,,3/28/2013 4:28:24 PM
$GPGGA,152825.455,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*7A,$GPGGA,152825.455,3554.7404,N,01430.4232,E,1,5,1,1.682496, M,0, M,0,*52,35.9123398825398,14.5070534969357,35.9123398825,14.5070534969,1,0.00,,3/28/2013 4:28:25 PM
$GPGGA,152826.470,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*7E,$GPGGA,152826.470,3554.7404,N,01430.4232,E,1,5,1,1.682496, M,0, M,0,*56,35.9123398825398,14.5070534969357,35.9123398825,14.5070534969,1,0.00,,3/28/2013 4:28:26 PM
$GPGGA,152827.484,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*74,$GPGGA,152827.484,3554.7404,N,01430.4232,E,1,5,1,1.682496, M,0, M,0,*5C,35.9123398825398,14.5070534969357,35.9123398825,14.5070534969,1,0.00,,3/28/2013 4:28:27 PM
$GPGGA,152828.498,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*76,$GPGGA,152828.498,3554.7404,N,01430.4232,E,1,5,1,1.682496, M,0, M,0,*5E,35.9123398825398,14.5070534969357,35.9123398825,14.5070534969,1,0.00,,3/28/2013 4:28:28 PM
$GPGGA,152829.512,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*74,$GPGGA,152829.512,3554.7404,N,01430.4232,E,1,5,1,1.68588812903226, M,0, M,0,*57,35.9123398825398,14.5070534969357,35.9123398825,14.5070534969,1,0.00,,3/28/2013 4:28:29 PM
$GPGGA,152830.526,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*7B,$GPGGA,152830.526,3554.7404,N,01430.4232,E,1,5,1,1.682496, M,0, M,0,*53,35.9123398825398,14.5070534969357,35.9123398825,14.5070534969,1,0.00,,3/28/2013 4:28:30 PM
$GPGGA,152831.540,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*7A,$GPGGA,152831.540,3554.7404,N,01430.4232,E,1,5,1,1.6417904516129, M,0, M,0,*64,35.9123398825398,14.5070534969357,35.9123398825,14.5070534969,1,0.00,,3/28/2013 4:28:31 PM
$GPGGA,152832.554,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*7C,$GPGGA,152832.554,3554.7404,N,01430.4232,E,1,5,1,1.49415689552239, M,0, M,0,*53,35.9123398825398,14.5070534969357,35.9123398825,14.5070534969,1,0.00,,3/28/2013 4:28:32 PM
$GPGGA,152833.568,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*72,$GPGGA,152833.568,3554.7404,N,01430.4232,E,1,5,1,1.472184, M,0, M,0,*51,35.9123398825398,14.5070534969357,35.9123398825,14.5070534969,1,0.00,,3/28/2013 4:28:33 PM
$GPGGA,152834.581,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*72,$GPGGA,152834.581,3554.7404,N,01430.4232,E,1,5,1,1.38538857142857, M,0, M,0,*5F,35.9123398825398,14.5070534969357,35.9123398825,14.5070534969,1,0.00,,3/28/2013 4:28:34 PM
$GPGGA,152835.595,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*76,$GPGGA,152835.595,3554.7404,N,01430.4232,E,1,5,1,1.28524, M,0, M,0,*60,35.9123398825398,14.5070534969357,35.9123398825,14.5070534969,1,0.00,,3/28/2013 4:28:35 PM
$GPGGA,152836.609,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*73,$GPGGA,152836.609,3554.7408,N,01430.4237,E,1,5,1,1.252728, M,0, M,0,*5D,35.9123398825398,14.5070534969357,35.9123460482,14.5070614613,2,0.00,,3/28/2013 4:28:36 PM
$GPGGA,152837.623,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*7A,$GPGGA,152837.623,3554.7408,N,01430.4237,E,1,5,1,1.16328825, M,0, M,0,*5D,35.9123398825398,14.5070534969357,35.912347449,14.5070619192,2,0.00,,3/28/2013 4:28:37 PM
$GPGGA,152838.637,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*70,$GPGGA,152838.637,3554.7410,N,01430.4234,E,1,5,1,1.235583, M,0, M,0,*56,35.9123398825398,14.5070534969357,35.9123491902,14.5070567198,2,0.00,,3/28/2013 4:28:38 PM
$GPGGA,152839.651,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*71,$GPGGA,152839.651,3554.7410,N,01430.4233,E,1,5,1,1.24215525, M,0, M,0,*58,35.9123398825398,14.5070534969357,35.9123508208,14.5070542726,2,0.00,,3/28/2013 4:28:39 PM
$GPGGA,152840.665,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*78,$GPGGA,152840.665,3554.7411,N,01430.4231,E,1,5,1,1.261872, M,0, M,0,*58,35.9123398825398,14.5070534969357,35.9123520751,14.5070509914,2,0.00,,3/28/2013 4:28:40 PM
$GPGGA,152841.679,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*74,$GPGGA,152841.679,3554.7411,N,01430.4231,E,1,5,1,1.261872, M,0, M,0,*54,35.9123398825398,14.5070534969357,35.9123524471,14.5070511016,2,0.00,,3/28/2013 4:28:41 PM
$GPGGA,152842.693,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*73,$GPGGA,152842.693,3554.7411,N,01430.4230,E,1,5,1,1.261872, M,0, M,0,*52,35.9123398825398,14.5070534969357,35.9123523923,14.5070499179,2,0.00,,3/28/2013 4:28:42 PM
$GPGGA,152843.708,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*71,$GPGGA,152843.708,3554.7411,N,01430.4230,E,1,5,1,1.261872, M,0, M,0,*50,35.9123398825398,14.5070534969357,35.9123524634,14.5070492866,2,0.00,,3/28/2013 4:28:43 PM
$GPGGA,152844.722,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*7E,$GPGGA,152844.722,3554.7411,N,01430.4230,E,1,5,1,1.24830348387097, M,0, M,0,*57,35.9123398825398,14.5070534969357,35.9123522294,14.5070503372,2,0.00,,3/28/2013 4:28:44 PM
$GPGGA,152845.736,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*7A,$GPGGA,152845.736,3554.7411,N,01430.4230,E,1,5,1,1.0647045, M,0, M,0,*67,35.9123398825398,14.5070534969357,35.9123524523,14.5070503869,2,0.00,,3/28/2013 4:28:45 PM
$GPGGA,152846.750,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*79,$GPGGA,152846.750,3554.7411,N,01430.4229,E,1,5,1,0.867536999999999, M,0, M,0,*69,35.9123398825398,14.5070534969357,35.9123517732,14.5070484892,2,0.00,,3/28/2013 4:28:46 PM
$GPGGA,152847.764,3554.7404,N,01430.4232,E,1,5,1,0, M,0, M,0,*7F,$GPGGA,152847.764,3554.7411,N,01430.4230,E,1,5,1,0.688293818181818, M,0, M,0,*61,35.9123398825398,14.5070534969357,35.9123520804,14.5070498602,2,0.00,,3/28/2013 4:28:47 PM
